,task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days,task_description_clean
337,T0102,Write integration tests for API,2025-08-04,Medium,User_1,9.0,Late,Development,Completed,0.7,0.1818181818181818,0.6666666666666665,0,0,2.0,0.0,2.0,1.0,0.9999999999999998,0.5,0.5965608465608465,10,write integration test api
338,synthetic_39391,Conduct weekly team review.,2025-07-24,Medium,user8,9.0,Excellent,Management,To Do,0.9847617162094926,0.0,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,0,conduct weekly team review
339,T0240,Deploy hotfix for customer complaints,2025-07-30,High,User_1,3.0,On Time,Development,Completed,0.3833333333333333,0.0909090909090909,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.9999999999999998,1.0,0.3366402116402116,5,deploy hotfix customer complaint
340,synthetic_89279,Plan sprint retrospective.,2025-08-05,Medium,user6,6.0,On Time,Management,To Do,0.4486702105822543,0.1999999999999999,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,11,plan sprint retrospective
341,T0089,Schedule weekly team sync,2025-08-23,Low,User_6,5.0,Late,Documentation,Pending,0.0,0.5272727272727272,0.3333333333333332,0,1,3.0,2.0,1.0,0.0,0.6666666666666667,0.5,0.4411375661375661,29,schedule weekly team sync
342,T0202,Patch security vulnerability in auth system,2025-09-11,High,User_4,4.0,Delayed,Documentation,In Progress,0.0,0.8727272727272727,1.0,0,0,3.0,1.0,0.0,0.0,0.0833333333333332,0.3,0.7460317460317462,48,patch security vulnerability auth system
343,T0046,Clean up old logs from server,2025-08-14,Low,User_8,1.0,Delayed,Design,Pending,0.0,0.3636363636363636,1.0,0,0,0.0,2.0,1.0,0.0,0.1666666666666667,0.3,0.4642857142857143,20,clean old log server
344,synthetic_54619,Design UI for dashboard module.,2025-08-04,Medium,user7,4.0,Excellent,Design,To Do,0.9542265667625026,0.1818181818181818,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,10,design ui dashboard module
345,T0016,Organize shared team files,2025-08-24,Low,User_3,2.0,Late,Documentation,Pending,0.0,0.5454545454545454,0.3333333333333332,0,1,3.0,2.0,1.0,0.0,0.0,0.5,0.332010582010582,30,organize shared team file
346,T0190,Review peer pull requests,2025-08-22,Medium,User_9,4.0,Late,DevOps,Pending,0.0,0.509090909090909,0.3333333333333332,0,0,1.0,2.0,2.0,0.0,0.3333333333333332,0.5,0.3968253968253967,28,review peer pull request
347,T0285,Resolve payment gateway timeout issue,2025-08-17,High,User_7,10.0,Delayed,Testing,Completed,0.775,0.4181818181818181,0.6666666666666665,0,1,5.0,0.0,0.0,1.0,0.5833333333333333,0.3,0.7123015873015874,23,resolve payment gateway timeout issue
348,synthetic_51408,Automate regression test cases.,2025-07-30,Low,user1,8.0,Late,Testing,To Do,0.3795770716085621,0.0909090909090909,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,5,automate regression test case
349,T0278,Deploy hotfix for customer complaints,2025-09-17,High,User_7,7.0,Late,Development,Completed,0.825,0.9818181818181818,0.6666666666666665,0,0,2.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.7817460317460317,54,deploy hotfix customer complaint
350,synthetic_75664,Optimize CI/CD pipeline.,2025-08-18,High,user2,4.0,Late,DevOps,To Do,0.2400456640956788,0.4363636363636363,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,24,optimize cicd pipeline
351,synthetic_65352,Automate regression test cases.,2025-08-14,Medium,user7,10.0,On Time,Testing,To Do,0.5110226074542356,0.3636363636363636,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,20,automate regression test case
352,T0044,Clean up old logs from server,2025-09-08,Low,User_5,7.0,On Time,Testing,In Progress,0.0,0.8181818181818181,1.0,0,0,5.0,1.0,1.0,0.0,0.5833333333333333,1.0,0.8432539682539683,45,clean old log server
353,T0298,Deploy hotfix for customer complaints,2025-08-08,High,User_1,9.0,On Time,Documentation,In Progress,0.0,0.2545454545454545,0.6666666666666665,0,0,3.0,1.0,0.0,0.0,0.9999999999999998,1.0,0.6203703703703701,14,deploy hotfix customer complaint
354,synthetic_28404,Prepare user guide for module deployment.,2025-08-01,Medium,user7,4.0,On Time,Documentation,To Do,0.457491879904559,0.1272727272727272,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,7,prepare user guide module deployment
355,T0181,Refactor module for scalability,2025-07-28,Medium,User_3,1.0,Late,Testing,Completed,0.3999999999999999,0.0545454545454545,0.3333333333333332,0,0,5.0,0.0,2.0,1.0,0.0,0.5,0.1329365079365079,3,refactor module scalability
356,T0090,Schedule weekly team sync,2025-08-22,Low,User_5,4.0,Late,Testing,Pending,0.0,0.509090909090909,0.3333333333333332,0,0,5.0,2.0,1.0,0.0,0.5833333333333333,0.5,0.3968253968253967,28,schedule weekly team sync
357,T0037,Organize shared team files,2025-08-03,Low,User_6,8.0,On Time,Development,Completed,0.7083333333333333,0.1636363636363636,0.3333333333333332,0,1,2.0,0.0,1.0,1.0,0.6666666666666667,1.0,0.4371693121693121,9,organize shared team file
358,T0172,Review peer pull requests,2025-08-19,Medium,User_9,3.0,Delayed,Documentation,In Progress,0.0,0.4545454545454545,0.3333333333333332,0,0,3.0,1.0,2.0,0.0,0.3333333333333332,0.3,0.3406084656084656,25,review peer pull request
359,T0052,Update internal documentation,2025-08-05,Low,User_1,10.0,Late,Management,In Progress,0.0,0.1999999999999999,0.0,0,0,4.0,1.0,1.0,0.0,0.9999999999999998,0.5,0.4107142857142857,11,update internal documentation
360,T0193,Refactor module for scalability,2025-09-09,Medium,User_9,3.0,Late,Documentation,Pending,0.0,0.8363636363636363,0.3333333333333332,0,0,3.0,2.0,2.0,0.0,0.3333333333333332,0.5,0.4656084656084655,46,refactor module scalability
361,T0112,Write integration tests for API,2025-08-27,Medium,User_5,5.0,On Time,Management,Pending,0.0,0.6,0.6666666666666665,0,0,4.0,2.0,2.0,0.0,0.5833333333333333,1.0,0.580026455026455,33,write integration test api
362,synthetic_19321,Plan sprint retrospective.,2025-08-15,Low,user10,2.0,Needs Improvement,Management,To Do,0.6032075779948456,0.3818181818181818,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,21,plan sprint retrospective
363,T0015,Send status update to manager,2025-09-18,Low,User_1,6.0,Delayed,Development,In Progress,0.0,1.0,0.6666666666666665,0,0,2.0,1.0,1.0,0.0,0.9999999999999998,0.3,0.7493386243386243,55,send status update manager
364,T0134,Update user guides,2025-09-08,Medium,User_8,6.0,On Time,Documentation,Pending,0.0,0.8181818181818181,0.0,0,0,3.0,2.0,2.0,0.0,0.1666666666666667,1.0,0.4596560846560847,45,update user guide
365,T0114,Update user guides,2025-07-23,Medium,User_7,8.0,Late,Management,In Progress,0.0,0.0,0.0,0,0,4.0,1.0,2.0,0.0,0.5833333333333333,0.5,0.2566137566137565,0,update user guide
366,synthetic_29687,Redesign profile section layout.,2025-07-28,Medium,user3,3.0,Late,Design,To Do,0.7038309786375946,0.0545454545454545,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,3,redesign profile section layout
367,T0214,Patch security vulnerability in auth system,2025-07-22,High,User_5,8.0,Delayed,Development,In Progress,0.0,0.0,1.0,0,0,2.0,1.0,0.0,0.0,0.5833333333333333,0.3,0.5958994708994709,0,patch security vulnerability auth system
368,T0170,Review peer pull requests,2025-09-14,Medium,User_4,1.0,Late,Documentation,Pending,0.0,0.9272727272727272,0.3333333333333332,0,1,3.0,2.0,2.0,0.0,0.0833333333333332,0.5,0.4186507936507936,51,review peer pull request
369,T0151,Refactor module for scalability,2025-07-28,Medium,User_6,6.0,Delayed,DevOps,Pending,0.0,0.0545454545454545,0.3333333333333332,0,0,1.0,2.0,2.0,0.0,0.6666666666666667,0.3,0.3247354497354497,3,refactor module scalability
370,T0300,Restore database from backup,2025-09-18,High,User_3,4.0,Delayed,DevOps,Completed,0.5166666666666666,1.0,0.3333333333333332,0,0,1.0,0.0,0.0,1.0,0.0,0.3,0.5575396825396824,55,restore database backup
371,synthetic_20731,Conduct weekly team review.,2025-07-31,High,user2,6.0,On Time,Management,To Do,0.3521732031727994,0.109090909090909,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,6,conduct weekly team review
372,T0081,Clean up old logs from server,2025-07-23,Low,User_1,1.0,Late,Design,In Progress,0.0,0.0,1.0,0,0,0.0,1.0,1.0,0.0,0.9999999999999998,0.5,0.3333333333333333,0,clean old log server
373,synthetic_33526,Update Docker configurations.,2025-08-12,Medium,user5,6.0,Needs Improvement,DevOps,To Do,0.3365726607583437,0.3272727272727272,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.3,0.5221560846560847,18,update docker configuration
374,T0084,Clean up old logs from server,2025-09-03,Low,User_10,1.0,On Time,Design,In Progress,0.0,0.7272727272727273,1.0,0,0,0.0,1.0,1.0,0.0,0.3333333333333332,1.0,0.5833333333333334,40,clean old log server
375,T0138,Review peer pull requests,2025-09-18,Medium,User_5,10.0,Late,Documentation,In Progress,0.0,1.0,0.3333333333333332,0,0,3.0,1.0,2.0,0.0,0.5833333333333333,0.5,0.7876984126984127,55,review peer pull request
376,T0108,Write integration tests for API,2025-08-12,Medium,User_5,5.0,On Time,Development,Pending,0.0,0.3272727272727272,0.6666666666666665,0,0,2.0,2.0,2.0,0.0,0.5833333333333333,1.0,0.4907407407407407,18,write integration test api
377,synthetic_10372,Prepare user guide for module deployment.,2025-08-13,Medium,user7,1.0,Excellent,Documentation,To Do,0.7693535223603387,0.3454545454545454,1.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.2,0.5221560846560847,19,prepare user guide module deployment
378,T0068,Schedule weekly team sync,2025-08-30,Low,User_4,6.0,Delayed,Design,Completed,0.3249999999999999,0.6545454545454545,0.3333333333333332,0,1,0.0,0.0,1.0,1.0,0.0833333333333332,0.3,0.5211640211640213,36,schedule weekly team sync
379,T0073,Organize shared team files,2025-09-03,Low,User_5,10.0,On Time,Development,Pending,0.0,0.7272727272727273,0.3333333333333332,0,0,2.0,2.0,1.0,0.0,0.5833333333333333,1.0,0.6984126984126985,40,organize shared team file
380,synthetic_66770,Automate regression test cases.,2025-07-28,High,user4,9.0,Late,Testing,To Do,0.310756877623894,0.0545454545454545,0.3333333333333332,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,0.5,0.5221560846560847,3,automate regression test case
381,T0265,Fix critical bug in deployment pipeline,2025-08-23,High,User_5,10.0,Late,Development,Completed,0.3583333333333333,0.5272727272727272,1.0,0,1,2.0,0.0,0.0,1.0,0.5833333333333333,0.5,0.8630952380952382,29,fix critical bug deployment pipeline
382,T0173,Update user guides,2025-07-29,Medium,User_2,5.0,Late,Development,In Progress,0.0,0.0727272727272727,0.0,0,0,2.0,1.0,2.0,0.0,0.4166666666666667,0.5,0.1772486772486772,4,update user guide
383,T0079,Schedule weekly team sync,2025-09-12,Low,User_5,4.0,On Time,Testing,Pending,0.0,0.8909090909090909,0.3333333333333332,0,0,5.0,2.0,1.0,0.0,0.5833333333333333,1.0,0.5218253968253969,49,schedule weekly team sync
384,T0099,Clean up old logs from server,2025-08-26,Low,User_10,4.0,On Time,DevOps,In Progress,0.0,0.5818181818181818,1.0,0,0,1.0,1.0,1.0,0.0,0.3333333333333332,1.0,0.6507936507936509,32,clean old log server
385,T0127,Review peer pull requests,2025-08-25,Medium,User_2,7.0,Late,Development,Completed,0.9916666666666668,0.5636363636363636,0.3333333333333332,0,0,2.0,0.0,2.0,1.0,0.4166666666666667,0.5,0.5297619047619047,31,review peer pull request
386,T0141,Write integration tests for API,2025-08-14,Medium,User_4,2.0,Late,Testing,In Progress,0.0,0.3636363636363636,0.6666666666666665,0,0,5.0,1.0,2.0,0.0,0.0833333333333332,0.5,0.3875661375661375,20,write integration test api
387,T0055,Organize shared team files,2025-08-16,Low,User_3,3.0,Late,DevOps,Pending,0.0,0.3999999999999999,0.3333333333333332,0,1,1.0,2.0,1.0,0.0,0.0,0.5,0.3227513227513227,22,organize shared team file
388,synthetic_54531,Plan sprint retrospective.,2025-08-06,Low,user1,6.0,On Time,Management,To Do,0.3777520625634977,0.2181818181818181,0.0,0,0,2.0,1.0,1.0,0.0,0.4166666666666667,1.0,0.5221560846560847,12,plan sprint retrospective
389,T0032,Send status update to manager,2025-09-04,Low,User_6,7.0,On Time,Design,Completed,0.3,0.7454545454545454,0.6666666666666665,0,0,0.0,0.0,1.0,1.0,0.6666666666666667,1.0,0.7043650793650794,41,send status update manager
